id,title,description,document_type,file_url,source,source_id,doi,publication_date,created_at
20,Geological Evolution of Antarctica,Preface Acknowledgements 1. Crustal development: the craton Crustal development: the transantarctic mountains Crustal development: 2. Weddell sea - Ross sea region Crustal development: 3. Gondwana break-up Crustal development: the Pacific margin Cenozoic palaeoenvironments Index.,Research Paper,http://ci.nii.ac.jp/ncid/BA1230471X,OpenAlex,https://openalex.org/W1535971523,,2011-04-28,2026-09-18 05:51:34.501974
31,The illustrated moss flora of Antarctica,Taxonomic and nomenclatural novelties Foreword Sir Martin W. Holdgate Preface Acknowledgements 1. Introduction 2. History of muscological investigations in Antarctica 3. Terrestrial environment and moss ecology of Antarctica 4. Diversity and phytogeography of the moss flora 5. Background to the Flora 6. Systematic accounts of the taxa Glossary References Index to Latin plant names.,research_paper,,OpenAlex,https://openalex.org/W1528643932,https://doi.org/10.5860/choice.46-5608,2009-06-01,2026-09-20 21:27:19.449781
32,The Geology of Antarctica,"1: R.J. Tingey: The Regional Geology of Archaen and Proterozoic Rocks in Antarctica. 2: Malcolm G. Laird: The Late Proterozoic-Middle Palaeozoic Rocks of Antarctica. 3: P.J. Barrett: The Devonian to Triassic Beacon Supergroup of the Transantarctic Mountains and Other Correlatives in Other Parts of Antarctica. 4: R. J. Tingey: Mesozoic Tholeiitic Igneous Rocks in Antarctica: The Ferrar (Super) Group and Related Rocks. 5: Arthur B. Ford and Glen R. Himmel: Geology and Crystallization of the Dufek Intrusion. 6: Tectonic Development of the Scotia Arc Region, Peter F. Barker, Ian W.D. Dalziel, and Bryan C. Storey. 7: Wesley E. LeMasurier and D.C. Rex: The Marie Byrd Land Volcanic Province and Its Relation to the Cainozoic West Antarctic Rift System. 8: John B. Anderson: The Antarctic Continental Shelf: Results From Marine Geological and Geophysical Investigations. 9: Charles R. Bentley: Configuration and Structure of the Subglacial Crust. 10: George H. Denton, Michael L. Prentice, and Lloyd H. Burckle: Cainozoic History of the Antarctic Ice Sheet. 11: B.C. McKelvey: The Cainozoic Glacial Record in South Victoria Land - A Geological Evaluation of the McMurdo Sound Drilling Projects. 12: Roger A. Cooper and John H. Shergold: Palaeozoic Invertebrates of Antarctica. 13: M.R.A. Thompson: Antarctic Invertebrate Fossils: The Mesozoic-Cainozoic Record. 14: Elizabeth M. Truswell: Antarctica: A History of Terrestrial Vegetation. 15: Fossil Fishes From Antarctica,G.C. Young. 16: Edwin H. Colbert: Mesozoic and Cainozoic Tetrapod Fossils from Antarctica. 17: John C. Behrendt: Scientific Studies Relevant to the Question of Antarctica's Petroleum Resource Potential. 18: Peter D. Rowley, Paul L. Williams, and Douglas E. Pride: Metallic and Non-Metallic Mineral Resources of Antarctica. 19: W.A. Cassidy: Meteorites from Antarctica",research_paper,,OpenAlex,https://openalex.org/W596713985,,1991-01-01,2026-09-20 21:27:20.877958
33,The El Niño–southern oscillation and Antarctica,"Abstract This paper reviews our understanding of how the effects of the El Niño–southern oscillation (ENSO) might be transmitted from the tropical Pacific Ocean to the Antarctic, and examines the evidence for such signals in the Antarctic meteorological, sea ice, ice core and biological records. Many scientific disciples concerned with the Antarctic require an understanding of how the climatic conditions in the tropical and mid‐latitude regions affect the Antarctic, and it is hoped that this review will aid their work. The most pronounced signals of ENSO are found over the southeast Pacific as a result of a climatological Rossby wave train that gives positive (negative) height anomalies over the Amundsen–Bellingshausen Sea during El Niño (La Niña) events. However, the extra‐tropical signature can sometimes show a high degree of variability between events in this area. In West Antarctica, links between ENSO and precipitation have shown variability on the decadal time scale. Across the continent itself, it is even more difficult to relate meteorological conditions to ENSO, yet analyses of the long meteorological records from the stations do indicate a distinct switch in sign of the pressure anomalies from positive to negative across the minimum in the southern oscillation index. The oceanic signals of ENSO around the Antarctic are less clear, but it has been suggested that the Antarctic circumpolar wave could be forced by the phenomenon. Ice‐core data offer the potential to help in understanding the long‐term relationship between ENSO and the climate of the Antarctic, but there are difficulties because of the need to smooth the ice‐core data to overcome the mixing of snow on the surface. Nevertheless, analysis of methylsulphonic acid in a South Pole core has shown high variability on ENSO time scales. It is clear that some evidence of ENSO can be found in the Antarctic meteorological and ice‐core records; however, many of the relationships tend not to be stable with time, and we currently have a poor understanding of the transfer functions by which such signals arrive at the Antarctic from the tropical Pacific. Copyright © 2004 Royal Meteorological Society",research_paper,,OpenAlex,https://openalex.org/W2107058407,https://doi.org/10.1002/joc.965,2004-01-01,2026-09-20 21:27:20.885772
34,"Deformation of till beneath ice stream B, West Antarctica",,research_paper,,OpenAlex,https://openalex.org/W2029486441,https://doi.org/10.1038/322057a0,1986-07-01,2026-09-20 21:27:20.889746
35,One Biocatalyst–Many Applications: The Use of Candida Antarctica B-Lipase in Organic Synthesis,"The application of the B-component lipase from the yeast Candida antarctica in organic synthesis is reviewed. This enzyme has been found to be a particularly efficient and robust lipase catalyzing a surprising diversity of reactions including many different regio- and enantio-selec-tive syntheses. Furthermore, the C. antarctica B-lipase is an example of an enzyme for which its specificity has been predicted based on the crystal structure and modeling of the active site region. This prediction is compared to experimental observations and a very close correlation is found.",research_paper,,OpenAlex,https://openalex.org/W2096974021,https://doi.org/10.3109/10242429809003198,1998-01-01,2026-09-20 21:27:20.892269
36,Observations beneath Pine Island Glacier in West Antarctica and implications for its retreat,,research_paper,,OpenAlex,https://openalex.org/W1981187225,https://doi.org/10.1038/ngeo890,2010-06-20,2026-09-20 21:27:20.894593
55,West Antarctica: Problem child of Gondwanaland,"The evolution of West (Lesser) Antarctica and its relation to East (Greater) Antarctica have major implications for global plate interactions, paleoclimate, and paleobiogeography, as well as Gondwanaland reconstruction. Analyses of marine geophysical data still lead to seemingly unacceptable overlap between the Antarctic Peninsula and the South American continent or else to geologically questionable relationships. A review of the relevant geological and geophysical data indicates that the problem lies in microplate movement and crustal thinning within West Antarctica during Gondwanaland breakup in the late Mesozoic and Cenozoic. The available data allow a range of possible reconstructions with West Antarctica subdivided into several discrete or semidiscrete microplates. Final solution of this problem requires additional geological and, particularly, geophysical data from West Antarctica as a whole, and the Weddell Sea‐Ross Sea embayment in particular. Meantime, it seems inadvisable to use the present continental outline of Antarctica on the Pacific side of the Transantarctic Mountains in reconstructing Gondwanaland.",research_paper,,OpenAlex,https://openalex.org/W2063937978,https://doi.org/10.1029/tc001i001p00003,1982-02-01,2026-09-20 21:27:23.1449
37,"Large‐scale ice flow over a viscous basal sediment: Theory and application to ice stream B, Antarctica","Recent seismic studies of ice stream B, Antarctica and field analysis of mid‐latitude glacial deposits suggest that deformable basal sediments (e.g., water‐saturated till) are important in determining ice sheet flow. If the ratio of till viscosity to effective ice viscosity is small, vertical shear associated with horizontal flow is confined to the deforming bed alone. Ice flow over a deformable bed is thus akin to that of floating ice shelves, because ice shelves flow over inviscid seawater. For some Antarctic ice streams, and possibly for portions of the late Wisconsin ice sheets in North America and Eurasia, basal drag associated with deforming basal sediment does not induce significant vertical gradients of horizontal velocity. Instead, basal drag affects the flow as if it were a horizontal body force balanced by longitudinal and transverse deviatoric stress gradients. Comparison of the observed flow of ice stream B to finite element simulations incorporating a viscous basal till suggest that a simple till rheology is sufficient to explain the current velocity profile. These simulations also highlight the importance of horizontal deviatoric stress in regions where driving stress and basal stress do not locally balance. While bed deformation is critical to ice stream existence, sensitivity tests suggest that ice shelf back pressure is still a crucial control affecting ice stream response to atmospheric and oceanic climate.",research_paper,,OpenAlex,https://openalex.org/W2145016426,https://doi.org/10.1029/jb094ib04p04071,1989-04-10,2026-09-20 21:27:20.896825
38,"Marine Ice Sheet Collapse Potentially Under Way for the Thwaites Glacier Basin, West Antarctica","Resting atop a deep marine basin, the West Antarctic Ice Sheet has long been considered prone to instability. Using a numerical model, we investigated the sensitivity of Thwaites Glacier to ocean melt and whether its unstable retreat is already under way. Our model reproduces observed losses when forced with ocean melt comparable to estimates. Simulated losses are moderate (<0.25 mm per year at sea level) over the 21st century but generally increase thereafter. Except possibly for the lowest-melt scenario, the simulations indicate that early-stage collapse has begun. Less certain is the time scale, with the onset of rapid (>1 mm per year of sea-level rise) collapse in the different simulations within the range of 200 to 900 years.",research_paper,,OpenAlex,https://openalex.org/W2022434142,https://doi.org/10.1126/science.1249055,2014-05-13,2026-09-20 21:27:20.900922
39,South China in Rodinia: Part of the missing link between Australia–East Antarctica and Laurentia?,"Research Article| May 01, 1995 South China in Rodinia: Part of the missing link between Australia–East Antarctica and Laurentia? Zheng-Xiang Li; Zheng-Xiang Li 1Department of Geology and Geophysics, University of Western Australia, Nedlands, Western Australia 6907, Australia Search for other works by this author on: GSW Google Scholar Linghua Zhang; Linghua Zhang 1Department of Geology and Geophysics, University of Western Australia, Nedlands, Western Australia 6907, Australia Search for other works by this author on: GSW Google Scholar Christopher McA. Powell Christopher McA. Powell 1Department of Geology and Geophysics, University of Western Australia, Nedlands, Western Australia 6907, Australia Search for other works by this author on: GSW Google Scholar Geology (1995) 23 (5): 407–410. https://doi.org/10.1130/0091-7613(1995)023<0407:SCIRPO>2.3.CO;2 Article history first online: 02 Jun 2017 Cite View This Citation Add to Citation Manager Share Icon Share MailTo Twitter LinkedIn Tools Icon Tools Get Permissions Search Site Citation Zheng-Xiang Li, Linghua Zhang, Christopher McA. Powell; South China in Rodinia: Part of the missing link between Australia–East Antarctica and Laurentia?. Geology 1995;; 23 (5): 407–410. doi: https://doi.org/10.1130/0091-7613(1995)023<0407:SCIRPO>2.3.CO;2 Download citation file: Ris (Zotero) Refmanager EasyBib Bookends Mendeley Papers EndNote RefWorks BibTex toolbar search Search Dropdown Menu toolbar search search input Search input auto suggest filter your search All ContentBy SocietyGeology Search Advanced Search Abstract Stratigraphic correlations and tectonic analysis suggest that the Yangtze block of South China could have been a continental fragment caught between the Australian craton and Laurentia during the late mesoproterozoic assembly of the supercontinent Rodinia. The Cathaysia block of southeast China may have been part of a 1.9–1.4 Ga continental strip adjoining western Laurentia before it became attached to the Yangtze block around 1 Ga. This configuration provides a western source region for the clastic wedges in the Belt Supergroup of western North America which contain detrital grains of 1.8–1.6 Ga and 1.22–1.07 Ga. The breakup of Rodinia around 0.7 Ga separated South China (Yangtze plus Cathaysia blocks) from the other continents. This content is PDF only. Please click on the PDF icon to access. First Page Preview Close Modal You do not have access to this content, please speak to your institutional administrator if you feel you should have access.",research_paper,,OpenAlex,https://openalex.org/W2009805159,https://doi.org/10.1130/0091-7613(1995)023<0407:scirpo>2.3.co;2,1995-01-01,2026-09-20 21:27:20.903211
40,Reassessment of Net Surface Mass Balance in Antarctica,"Recent in situ measurements of surface mass balance and improved calculation techniques are used to produce an updated assessment of net surface mass balance over Antarctica. A new elevation model of Antarctica derived from ERS-1 satellite altimetry supplemented with conventional data was used to delineate the ice flow drainage basins across Antarctica. The areas of these basins were calculated using the recent digital descriptions of coastlines and grounding lines. The delineation of drainage basins was achieved using an automatic procedure, which gave similar results to earlier hand-drawn catchment basins. More than 1800 published and unpublished in situ measurements of net surface mass balance from Antarctica were collated and then interpolated. A net surface mass balance map was derived from passive microwave satellite data, being employed as a forcing field to control the interpolation of the sparse in situ observations. Basinwide integrals of net surface mass balance were calculated using tools available within a geographic information system. It is found that the integrated net surface mass balance over the conterminous grounded ice sheet is 1811 Gton yr−1 (149 kg m−2 yr−1), and over the entire continent (including ice shelves and their embedded ice rises) it is 2288 Gton yr−1 (166 kg m−2 yr−1). These values are around 18% and 7% higher than the estimates widely adopted at present. The uncertainty in these values is hard to estimate from the methodology alone, but the progression of estimates from early studies to the present suggests that around ±5% uncertainty remains in the overall values. The results serve to confirm the great uncertainty in the overall contribution of the Antarctic Ice Sheet to recent and future global sea level rise even without a substantial collapse of the West Antarctic Ice Sheet.",research_paper,,OpenAlex,https://openalex.org/W2122474448,https://doi.org/10.1175/1520-0442(1999)012<0933:ronsmb>2.0.co;2,1999-04-01,2026-09-20 21:27:20.906908
41,"Widespread, rapid grounding line retreat of Pine Island, Thwaites, Smith, and Kohler glaciers, West Antarctica, from 1992 to 2011","Abstract We measure the grounding line retreat of glaciers draining the Amundsen Sea sector of West Antarctica using Earth Remote Sensing (ERS‐1/2) satellite radar interferometry from 1992 to 2011. Pine Island Glacier retreated 31 km at its center, with most retreat in 2005–2009 when the glacier ungrounded from its ice plain. Thwaites Glacier retreated 14 km along its fast flow core and 1 to 9 km along the sides. Haynes Glacier retreated 10 km along its flanks. Smith/Kohler glaciers retreated the most, 35 km along its ice plain, and its ice shelf pinning points are vanishing. These rapid retreats proceed along regions of retrograde bed elevation mapped at a high spatial resolution using a mass conservation technique that removes residual ambiguities from prior mappings. Upstream of the 2011 grounding line positions, we find no major bed obstacle that would prevent the glaciers from further retreat and draw down the entire basin.",research_paper,,OpenAlex,https://openalex.org/W1966210493,https://doi.org/10.1002/2014gl060140,2014-05-12,2026-09-20 21:27:20.909826
42,"Microplastic in the surface waters of the Ross Sea (Antarctica): Occurrence, distribution and characterization by FTIR",,research_paper,,OpenAlex,https://openalex.org/W2586701256,https://doi.org/10.1016/j.chemosphere.2017.02.024,2017-02-07,2026-09-20 21:27:20.912961
43,The Landsat Image Mosaic of Antarctica,,research_paper,,OpenAlex,https://openalex.org/W2164131390,https://doi.org/10.1016/j.rse.2008.07.006,2008-08-29,2026-09-20 21:27:20.915601
56,Winter warming in West Antarctica caused by central tropical Pacific warming,,research_paper,,OpenAlex,https://openalex.org/W2109215244,https://doi.org/10.1038/ngeo1129,2011-04-10,2026-09-20 21:27:23.147712
