id,title,description,document_type,file_url,source,source_id,doi,publication_date,created_at
146,"Ar/Ar Age Determinations Southern McMurdo Sound, Antarctica","This data set contains <sup>40</sup>Ar/<sup>39</sup>Ar age determinations of
minerals separates and whole rock lava samples from the Southern McMurdo Sound
area, Western Ross Sea, Antarctica.",dataset,http://www.ees.nmt.edu/Geol/labs/Argon_Lab/DataRep/DataRep.html,NASA Earthdata,C1214622337-SCIOPS,,,2026-09-20 21:43:28.756062
119,"Indirect measurement of the duration of female Antarctic fur seal feeding trips and attention to pups on Livingston Island, Antarctica","The data consist of the duration of the feeding trips by female Antarctic fur
seal, as well as of its land permanence, measured indirectly according to the
presence or absence of the female next to their puppy, considering it, an
alternative technique to the use of transmitters.",dataset,,NASA Earthdata,C1214614752-SCIOPS,,,2026-09-20 21:43:27.737636
111,IGN - Thermal monitoring in Deception Island (Antarctica) since 2024,Thermometric dataset from stations with thermal anomaly in Deception Island volcano since 2024,dataset,,NASA Earthdata,C3144287401-SCIOPS,,,2026-09-20 21:43:26.889322
112,"Collaborative Research: Determining Magma Storage Depths and Ascent Rates for the Erebus Volcanic Province, Antarctica Using Diffusive Water Loss from Olivine-hosted Melt Inclusion","The depths at which magmas are stored, their pre-eruptive volatile contents, and the rates at which they ascend to the Earth's surface are important controls on the dynamics of volcanic eruptions. Basaltic magmas are likely to be vapor undersaturated as they begin their ascent from the mantle through the crust, but volatile solubility drops with decreasing pressure. Once vapor saturation is achieved and the magma begins to degas, its pre-eruptive volatile content is determined largely by the depth at which it resides within the crust. Magma stored in deeper reservoirs tend to experience less pre-eruptive degassing and to be richer in volatiles than magma shallower reservoirs. Eruptive style is influenced by the rate at which a magma ascends from the reservoir to the surface through its effect on the efficiency of vapor bubble nucleation, growth, and coalescence. The proposed work will advance our understanding of pre-eruptive storage conditions and syn-eruptive ascent rates through a combined field and analytical research program. Volatile measurements from olivine-hosted melt inclusions will be used to systematically investigate magma storage depths and ascent rates associated with alkaline volcanism in the Erebus volcanic province. A central goal of the project is to provide a spatial and temporal framework for interpreting results from studies of present-day volcanic processes at Mt Erebus volcano. The Erebus volcanic province of Antarctica is especially well suited to this type of investigation because: (1) there are many exposed mafic scoria cones, fissure vents, and hyaloclastites (exposed in sea cliffs) that produced rapidly quenched, olivine-rich tephra; (2) existing volatile data for Ross Island MIs show that magma storage was relatively deep compared to many mafic volcanic systems; (3) some of the eruptive centers ejected mantle xenoliths, allowing for comparison of ascent rates for xenolith-bearing and xenolith-free eruptions, and comparison of ascent rates for those bearing xenoliths with times estimated from settling velocities; and (4) the cold, dry conditions in Antarctica result in excellent tephra preservation compared to tropical and even many temperate localities. The project provides new tools for assessing volcanic hazards, facilitates collaboration involving researchers from three different institutions (WHOI, U Wyoming, and U Oregon), supports the researchers' involvement in teaching, advising, and outreach, and provides an educational opportunity for a promising young postdoctoral researcher. Understanding the interrelationships among magma volatile contents, reservoir depths, and ascent rates is vital for assessing volcanic hazards associated with alkaline volcanism across the globe.",dataset,https://www.usap-dc.org/view/dataset/601250,NASA Earthdata,C2532074600-AMD_USAPDC,,,2026-09-20 21:43:26.899584
113,Metabolic studies in Deschampsia antarctica,"Studies related to the content of non-structural sweeten in Desachampsia
antarctica, have been made since 1992.  It has been found that the plant
accumulates high levels of saccharose and fructose. Another evaluation is the
respiratory and photosynthetic plant capacity under different environmental
conditions. This plant does not present the photoinhibition process. It has
been determinate the temperature that inhibited the breathing.",dataset,,NASA Earthdata,C1214614514-SCIOPS,,,2026-09-20 21:43:26.90519
114,"Periodic censuses of fur seal in focal beaches in Cape Shirreff, Livingston Island, Antarctica","Periodic censuses (daily, every second day and every two days)  of fur seal in
focal beaches in cape Shirreff, Livingston Island, Antarctica  in three beaches
(Daniel, Copihue and Lobería,  respectively), to observe the dynamics of each
beach, arrival of females and to determine the date when the maximum of births
appears.",dataset,,NASA Earthdata,C1214614689-SCIOPS,,,2026-09-20 21:43:26.90877
115,"Registry of the growth of the Antarctic fur seal  pups,  Arctocephalus gazella, in Cape Shirreff, Livingston Island, Antarctica","The data show the weighing of pups following the standard method of CCAMLR 
(Commission for the Conservation of Antarctic Marine Living Resources) C2,
version B.  50 males and 50 females are weight every fortnight in one of the
Cape beaches Copihue, with the propose of studying their growing during the
season. This information is given annually to CCAMLR.",dataset,,NASA Earthdata,C1214614703-SCIOPS,,,2026-09-20 21:43:26.912507
116,"Registry of the growth of the Antarctic fur seal  pups,  Arctocephalus gazella, on Daniel Beach, Cape Shirreff, Livingston Island, Antarctica","The data is related to  periodic weighing (between 5 and 10 days) of  pups of
both sexes throughout the season. The data includes the corporal measures of
the puppies (total length and pectoral width), to determine their corporal
condition.

The data are in tab-delimited and graphic formats.",dataset,,NASA Earthdata,C1214614704-SCIOPS,,,2026-09-20 21:43:26.91613
117,"General observations of the behavior of the Antarctic fur seal, Arctocephalus gazella, in Cape Shirreff, Livingston Island, Antarctica","The data consist iof general information of the behavior of males, females and
puppies of this species, including childbirth, copulas, breast-feeding periods
and fights, as well as their duration.  Information was obtained through daily
observations ad libitum on Daniel Beach.",dataset,,NASA Earthdata,C1214614765-SCIOPS,,,2026-09-20 21:43:27.725619
118,"Measurement of the behaviour of the Antarctic fur seal, Arctocephalus gazella, in Cape Shirreff, Livingston Island, Antarctica","The data consist of  measurement of the behavior of males sultans, females and
puppies on Daniel Beach, obtained through instantaneous focus animal
registries.",dataset,,NASA Earthdata,C1214614766-SCIOPS,,,2026-09-20 21:43:27.732852
120,"Harvesting of pinniped faeces for studies of diets, Cape Shirreff, Livingston Island, Antarctica","The data consist in samples of male and female Antarctic fur seal faeces,
collected for studying their diet. During the season 1998/99 the harvesting of
Weddell seals' faeces were added.",dataset,,NASA Earthdata,C1214614785-SCIOPS,,,2026-09-20 21:43:27.741753
121,"Harvesting of pinniped tissue samples in Cape Shirreff, Livingston Island, Antarctica","Data originates from a collection of different tissue samples of dead Antarctic
fur seals, including some seals found on beaches of the Cape. Tissue samples
were  collected for the purpose of studying histopatologies. The analysis of
the samples will  determine the possible cause of death, as well as foster
study in any diseases from which  the animal may have suffered.",dataset,,NASA Earthdata,C1214614786-SCIOPS,,,2026-09-20 21:43:27.74494
122,"Harvesting of pinniped skin samples on Cape Shirreff, Livingston Island, Antarctica","Data  consist of genetic studies from skin samples of Antarctic fur and Weddell 
seals found both dead and alive.",dataset,,NASA Earthdata,C1214614802-SCIOPS,,,2026-09-20 21:43:27.748599
123,"Harvesting of pinniped blood samples on Cape Shirreff, Livingston Island, Antarctica","Data consist of studies of blood samples from  Antarctic fur and Weddell seals
found both dead and alive.  The studies involve searching for the presence of
bacterial diseases.",dataset,,NASA Earthdata,C1214614736-SCIOPS,,,2026-09-20 21:43:27.753563
124,"Patterns of face coloration on Antarctic fur seal pups, Arctocephalus gazella, on Cape Shirreff, Livingston Island, Antarctica","The data consist of eight patterns of face coloration in pups, which can be
indicator of the genetics of the population on the Cape.",dataset,,NASA Earthdata,C1214614803-SCIOPS,,,2026-09-20 21:43:27.757551
125,"Cosmogenic He-3 data from surface sediments above old buried ice in Beacon Valley, Antarctica","The cosmogenic He-3 data set created during this project provides three major constraints:

*The cosmogenic 3He survey from Mullins Glaciers allows us to calculate for the first time paleo-flow rates of a glacier on the million year time scale. A simple calculation yields a paleo-flow rate of < a few mm y-1 over the last 4 My. This result is in striking agreement with the modern flow rates based on InSar data reported by Rignot et al (Rignot et al., 2002), indicating that Mullins Glacier flow velocity remained relatively constant over millions of years. The finding that a rather sensitive local rock glacier remained dynamically stable over millions of years can only be explained by very consistent climate conditions and the near absence of significant climate changes.

*The depth profile experiment of surface sediment overlying the old buried ice in Beacon Valley indicates (i) that there have been probably some geomorphic processes active in the upper layer of the sublimation tills reworking the simple deeper=older stratigraphy; (ii) the cobble survey from the polygon center shows high degree of variety in sublimation age and disintegration and weathering characteristics of individual boulders, that is not mirrored by different morphologic appearances of the surfaces (all look old). 

* The cosmogenic He-3 chronology from Kennar Glacier is one of the best glacial chronologies ranging from 10,000 to 3,000,000 yr to date, yielding a pulse of small amplitude glaciations 17 ky  180 ky  218 ky  325 ky  595 ky  950 ky - ?  1560 ky  2900 ky.",dataset,,NASA Earthdata,C1214589714-SCIOPS,,,2026-09-20 21:43:27.761145
126,"Novel Be-10 and extraterrestrial He-3 depth profile in old, buried glacier ice of Mullins Glacier, upper Beacon Valley, Antarctica.","This research supports development of an innovative dating technique for application to ancient, relict ice bodies buried in the Western Dry Valleys of Antarctica.   Dating of surrounding sediments and volcanic ashes indicates that these ice bodies may be up to six million years in age, offering the oldest direct atmospheric and climate records available. This work is a proof of concept to develop a new dating technique using beryllium (10Be) of cosmogenic origin from the atmosphere and extraterrestrial helium (3He) contained in interplanetary dust particles. Both tracers are deposited to the Earth's surface and likely incorporated into the ice matrix at constant rates. Radioactive decay of 10Be versus the stable extraterrestrial 3He signal may offer way to directly measure the age of the ice. 

The broader impacts of this work are development of a new analytical technique that may improve society's understanding of the potential for global climate change from the perspective of the deep time record.",dataset,,NASA Earthdata,C1214589813-SCIOPS,,,2026-09-20 21:43:27.765623
127,"Growing in Antarctica, a challenge for white adipose tissue development in Adélie penguin chicks (Pygoscelis adeliae)","Rapid growth is of crucial importance for Adélie penguin chicks reared during the short Antarctic summer. It partly depends on the rapid ontogenesis of fat stores that are virtually null at hatching but then develop considerably (40) within a month to constitute both an insulative layer against cold and an energy store to fuel thermogenic and growth processes. The present study was aimed at identifying by
RT-PCR the major transcriptional events that chronologically underlie the morphological transformation of adipocyte precursors into mature adipocytes from hatching to 30 days of age. The peak expression of GATA binding protein 3, a marker of preadipocytes, at day 7 posthatch indicates a key proliferation step, possibly in relation to the expression of C/EBPalpha (C/EBPalpha). High plasma total 3,5,3'-triiodo-Lthyronine (T3) levels and high levels of growth hormone receptor transcripts at hatching suggested that growth hormone and T3 play early activating roles to favor proliferation of preadipocyte precursors. Differentiation and growth of preadipocytes may occur around day 15 in connection with increased abundance of transcripts encoding IGF-1, proliferator-activated receptor-gamma, and C/EBPbeta, gradually leading to functional maturation of metabolic features of adipocytes including lipid uptake and storage (lipoprotein lipase, fatty-acid synthase) and late endocrine functions (adiponectin) by day 30. Present results show a close correlation between adipose tissue development and chick biology and a difference in the scheduled expression of regulatory factors controlling adipogenesis compared with in vitro studies using cell lines emphasizing the importance of in vivo approaches.",dataset,,NASA Earthdata,C1214598179-SCIOPS,,,2026-09-20 21:43:27.770368
128,"Weekly censuses of birds and marine mammals, Greenwich Island, Antarctica (En Espanol: Censos semanales de aves y mamiferos marinos, Isla Greenwich, Antartica)","From January of 1994 and to date, weekly censuses of birds and  marine mammals
have been taken in the coastal sector of Chile Bay, between the Caleton Iquique
and the English Strait located near Greenwich Island. In addition, the activity
of the animals and atmospheric variables were measured simultaneously. 

En Espanol:
Entre enero de 1994 y hasta la fecha, se han efectuado censo semanales de aves
y mamiferos marinos en el sector costero de Bahia Chile, entre el Caleton
Iquique y el Estrecho Ingles ubicado en Isla Greenwich. Ademas se registro la
actividad de los animales y las variables atmosfericas del momento.",dataset,,NASA Earthdata,C1214615246-SCIOPS,,,2026-09-20 21:43:27.774153
144,"NotApplicable Antarctica:PineIslandBay_Nitsche - Bathymetric Chart of Pine Island Bay, Antarctica","The NSF-supported research icebreaker  operates year-round in support of the U.S. Antarctic Program, carrying out global change studies in biological, chemical, physical, and oceanographic disciplines. 
This data set consists of underway data from leg Antarctica:PineIslandBay_Nitsche on the NotApplicable. This leg started at  and ended at .",dataset,http://www.marine-geo.org/link/entry.php?id=Antarctica:PineIslandBay_Nitsche,NASA Earthdata,C1221434151-SCIOPS,,,2026-09-20 21:43:28.747091
129,"Scanning Photometer Data in Zhongshan Station, Antarctica","The Meridian Scanning Photometer installed at Zhongshan Station is one of the
Polar Research Institute of China (PRIC) and the National Institute of Polar
Research (NIPR) of Japan cooperative projects, which observes aurora variations
in three wavelengths (427.8nm, 557.7nm and 630nm) along the invariant meridian;
its scanning range extends almost from horizon to horizon. The observation was
started in March 1995. However, it was interrupted during the period of July
1995 through Feb. 1997.  The data is only valid for dark time. In other words,
there is no valid data during the middle of October to the beginning of March
every year.",dataset,,NASA Earthdata,C1214608750-SCIOPS,,,2026-09-20 21:43:27.777907
130,"Induction Magnetometer Observation at Zhongshan Station, Antarctica","This observation was started on Jan. 1996 at Zhongshan Station, Antarctica. It
      is designed to investigate space plasma waves by observing earth's magnetic
      field variation, including the horizontal component in north-south direction
      (H), and the horizontal component in east-west direction (D). It is a
      collaborative scientific project between Polar Research Institute of China and
      Newcastle University of Australia and the Antarctic Division of Australia.",dataset,,NASA Earthdata,C1214608787-SCIOPS,,,2026-09-20 21:43:27.781506
131,"Cosmogenic nuclide data for glacial erratics - Marble Hills, Ellsworth Mountains, Antarctica","This data set consists of cosmogenic nuclide concentrations in glacial erratics
      from the Marble Hills, a group of peaks in the southern Heritage Range,
      Antarctica. Approximately one-third of these samples have Holocene exposure
      ages, indicating that they have been exposed by thinning of the West Antarctic
      Ice Sheet since the last glacial maximum (LGM). The remainder of the samples
      contain high concentrations of cosmogenic Be-10 and Al-26, indicating more
      prolonged exposure, either at their present locations or at a source further
      inland. 
      
      The primary data are sample locations, correction factors relating to
      calculation of exposure ages, and concentrations of the cosmic-ray-produced
      nuclides Be-10 and Al-26, measured in quartz. We list conventional exposure
      ages for the samples, but have also provided sufficient information to allow
      the ages to be recomputed if nuclide production rates or correction factors are
      revised in future.",dataset,,NASA Earthdata,C1214622028-SCIOPS,,,2026-09-20 21:43:27.786406
132,"Exposure ages of glacial deposits and bedrock surface samples, Beardmore and Shackleton Glaciers, Antarctica","This data set contains cosmogenic nuclide exposure ages for glacial deposits and bedrock surface samples from the Transantarctic Mountains.  The sites covered comprise The Cloudmaker, Mt Kyffin and Mt Hope on Beardmore Glacier, and Nilsen Peak, Mt Franke, Gemini Nunataks, Taylor Nunatak, Thanksgiving Point and Mt Heekin on Shackleton Glacier.  The data are formatted for input into the CRONUS online calculator (http://hess.ess.washington.edu/math/).  The calculator provides a means of calculating exposure ages using the present best estimates for the nuclide production rates.  For bedrock samples, apparent exposure ages can be calculated from Be-10, Al-26 and in some cases Cl-36 data, and represent minimum limits on the cumulative exposure time of the surfaces; combinations of the Cl-36, Al-26 and Be-10 data in these samples can also be used to place constraints on the long-term ice-cover history of the samples.
",dataset,,NASA Earthdata,C1214603941-SCIOPS,,,2026-09-20 21:43:27.79057
133,"Stratospheric Temperature profiles from Rayleigh-Mie Lidar at Dumont d'Urville, Antarctica","Instrument History:

Since 1989, France leads a monitoring program on human impacts on the Antarctic polar stratosphere. A set of instruments designed to measure ozone and parameters linked to its chemical equilibrium, were implemented on the French Antarctic base, Dumont d'Urville. The French Polar Institute (IPEV, Institut Polaire Français Paul-Emile Victor) supplies recurrent funding and logistics. In this frame, ground-based lidar aerosol and PSC observations were first conducted within the POLE (Polar Ozone Experiment), a French-Italian collaboration between the Service d' Aeronomie-IPSL and the IROE-CNR. In 1989, a backscatter lidar to measure stratospheric particles was implemented. In 1991, this lidar became a multiwavelength system allowing sequential observations of the vertical distribution of ozone and stratospheric particles. Failures of this out of date instrument forced to completely stop ozone measurement in 2000. Stratospheric particles observations continued, but were almost unexploitable.

A new instrument was then studied, since 2002, within a new French-Italian collaboration between Service d' Aeronomie-IPSL (becoming LATMOS-IPSL in 2009) and ISAC-CNR. Named LOANA (Lidar Ozone and Aerosols of NDACC in Antarctica), this new lidar system in Dumont d'Urville includes the upgrade of the aerosol/PSC lidar, of the ozone lidar and addition of a temperature lidar. Field implementation started in 2005 for a one year test. Stratospheric particles and temperature measurement are operational since 2006. Ozone measurements only started in 2008, due to THG (Third Harmonic Generator) and PM (Photo-Multipliers) failures. Today, this lidar system is the most complete and is unique on the Antarctic continent. In particular, the ozone lidar in Dumont d'Urville was and is now again the sole instrument of that type running in an operational mode in Antarctica.

Instrument Description:

The temperature lidar in Dumont d'Urville is a backscatter Rayleigh-Mie lidar also able to measure upper stratospheric temperatures at altitudes higher the 30 km. The system was primarily designed to observe particles in the lower stratosphere, roughly between 8 and 32 km (see Dumont d'Urville aerosols/PSC lidar metafile) and has common part with the ozone lidar (see Dumont d'Urville ozone lidar metafile). Here are the main characteristics of the instrument:

- Emitted wavelengths of 532 and 1064 nm (Nd:YAG 10 Hz pulsed laser)
- Aer/PSC/T and O3 switch box (manual change optical path)
- Biaxial emission (~ 60 cm out of alignment)
- Beam expander to get 0.5 mrad beam divergence
- 80 cm Newton telescope
- Mechanical chopper (cut signal between 0-5 km)
- First beam splitter: UV / Visible and IR
- Hamamatsu photomultipliers for 532 nm and 608 nm
- Embedded Devices photodiode for 1064 nm
- Photo-counting mode at 532 nm and 608 nm (60 m vertical resolution)
- Analog mode at 1064 nm (15 m vertical resolution)
- Aer/PSC/T and ozone electronical switch
- Embedded Devices electronic acquisition cards
- Labview acquisition software (developed in 2008)",dataset,,NASA Earthdata,C1214598230-SCIOPS,,,2026-09-20 21:43:27.794305
134,"Erythemal UV dose from UV-B Broad band detector at Dumont d'Urville, Antarctica","Instrument History:

The biometer was installed in 1995 at Dumont dUrville to monitoring the evolution of ultraviolet radiation (UV) over this region and to evaluate the influence of ozone depletion on UV. The biometer at Dumont dUrville is working continuously since 1995. The French Polar Institute (IPEV  Institut Polaire Français Paul-Emile Victor) supplies recurrent funding and logistics.

Between 1995 and 2009 no calibration was performed. To ensure good quality data the instrument has to be calibrated regularly. A new biometer of the same model as the old one was installed in January 2008 at Dumont dUrville. The two instruments have been operated in parallel during a two months period, and then the 15 years old instrument was sent back to the laboratory in February 2008 for calibration. The calibration has taken place in a special laboratory equipped for certified UV-calibration at Davos, Switzerland in summer 2009.


Instrument description:

The biometer is a broadband radiometer commercialized by Solar Light (501 UV-Biometer Version 1.0). See http://www.solarlight.com/products/501.html for details.


Algorithm description:

The raw data daily provided by the instrument correspond to an erythemal dose every time step. Since 2000, measurements were performed each 5 minutes.",dataset,http://saoz.obs.uvsq.fr/UVB.html,NASA Earthdata,C1214598228-SCIOPS,,,2026-09-20 21:43:28.703945
135,"Cloud Detector measurements made at Davis Station, Antarctica","It had been shown that remote cloud detection can be performed with the use of new generation Thermopile detectors. The detection method is based on the fact that a cloudy sky will be warmer than a clear sky. An ideal cloud detection system would also need to account for the effects of relative humidity and barometric pressure, however good performance can still be obtained by ignoring these effects. 

AAD Thermopile Detector
=====================
A Thermopile detector is used to remotely measure the temperature of the sky. The TPS 534 Thermopile detector chosen is fitted with a 5.5um Longpass (standard) IR filter, which allows precise remote temperature measurement of an ideal black body source. 

The TPS 534 Thermopile detector produces an output voltage that is positive when the temperature of the scene it is viewing is higher than the temperature of itself, and a negative output voltage when the temperature of the scene it is viewing is lower than the temperature of itself. For this reason it is necessary to compensate for the temperature of the detector. The TPS 534 Thermopile detector has an internal NTC Thermistor which can be used for temperature compensation. 

This Cloud Detector design implements a very simple analogue form of temperature compensation. The main drawback of an analogue temperature compensation system is that the NTC Thermistor has a very non-linear response with temperature which can only be partially corrected using a linearization resistance network. The other main drawback of an analogue temperature compensation system is that the system gains and voltage levels must be precisely adjusted by trial and error to guarantee correct operation over the desired operational temperature range.

The Cloud Detector is designed for an operational temperature range of -30 degrees to +25 degrees Celsius. Operation outside of this range may cause internal signal saturation, and incorrect temperature compensation performance. The Cloud Detector optical field of view has been constrained to a 30 degrees full angle with the use of a cylindrical baffle assembly fitted directly to the Thermopile detector. The dimensions of the cylindrical baffle assembly could in theory be defined such that any field of view up to 80 degrees could be achieved.

The Cloud Detector provides three plus or minus 10V output voltage signals to the data logging hardware :

- Uncompensated Sensor Output Signal :

Thermopile detector output signal without any analogue temperature compensation.

The output voltage is proportional to the amount of cloud detected within the field of view of the 	instrument.

- Compensated Sensor Output Signal :

Thermopile detector output signal with analogue temperature compensation.

The output voltage is proportional to the amount of cloud detected within the field of view of the 	instrument.

- Temperature Output Signal :

Linearised NTC Thermistor output signal used to apply analogue temperature compensation to the Thermopile detector output signal.

The output voltage is proportional to the temperature of the Thermopile detector. The output voltage is uncalibrated, however the temperature verses output voltage could easily be measured.

Boltwood Cloud Sensor
===================

This is a commercial cloud sensor unit manufactured by diffraction limited.",dataset,https://secure3.aad.gov.au/proms/public/projects/report_project_public.cfm?project_no=4157,NASA Earthdata,C1214305668-AU_AADC,,,2026-09-20 21:43:28.708612
145,"Antarctica:SouthOrkney_Dickens - A new bathymetric compilation for the South Orkney Islands, Antarctic Peninsula","The NSF-supported research icebreaker operates year-round in support of the U.S. Antarctic Program, carrying out global change studies in biological, chemical, physical, and oceanographic disciplines. 
This data set consists of compilation data from the South Orkney Islands, Antarctica",dataset,http://www.marine-geo.org/link/entry.php?id=Antarctica:SouthOrkney_Dickens,NASA Earthdata,C1220580566-SCIOPS,,,2026-09-20 21:43:28.751681
136,"Scanning Radiometer observations of hydroxyl airglow over Davis, Antarctica from 2017","These are 1 minute sampled low resolution 'images' of the hydroxyl airglow layer over Davis station, Antarctica (68 degrees S,78 degrees E) derived using a scanning radiometer developed at the University of Western Ontario, Canada. The scans are a 16x16 pixel array and represent hydroxyl airglow variations in a small region (24x24 km) of the night sky in the zenith, approximately 87km above Davis. The instantaneous field-of-view of the 12cm aperture catadioptric telescope is 1 degrees, or a 1.5km radius field at the airglow layer height. Dwell time per 'pixel' is 0.22 sec. The instrument is sensitive in the 1.0 - 1.6 micron infrared region, which encompasses the bright hydroxyl (2-0), (3-1), (4-2) and (5-3) ro-vibrational bands. Observations are made in all cloud conditions between civil twilight (Sun less than 6 degrees below horizon) each year (between about the 6-Feb and 5-Nov at Davis).",dataset,https://data.aad.gov.au/eds/5238/download,NASA Earthdata,C2102891802-AU_AADC,,,2026-09-20 21:43:28.713493
137,El Glaciar Collins: Como Sensor Natural Del Calentamiento Global En La Antartica (Collins Glacier: A Natural Indicator of Global Warming in Antarctica),"Implementation of experimental pilot catchment areas for measuring continuous
glacier discharge (output time series) and relation with meteorological
parameters (input time series).",dataset,,NASA Earthdata,C1214614913-SCIOPS,,,2026-09-20 21:43:28.718077
138,"Fossil-rich lacustrine deposits in the Dry Valleys, Antarctica","The data set includes fossil images,trace-element geochemical analyses of volcanic tephra, geochronologic data for Dry Valleys ashfall deposits, locations and description of soil pits in the Antarctic Dry Valleys, and surface meteorological data.",dataset,http://people.bu.edu/marchant/,NASA Earthdata,C1214594180-SCIOPS,,,2026-09-20 21:43:28.722749
139,"Coastal Ecology, Antarctica","This project is being carried out through an agreement between the Argentine
Antarctic Institute (IAA); the University of Mar del Plata, Argentina; Navy
Hydrographic Survey, Argentina; University of Bahia Blanca, Argentina;
University of Rosario, Argentina; and Scientific Research and High Education
Center of Ensenada, Mexico.

Project contacts for specific disciplines are listed below:
   Project Chief:     Jose Francisco Gallo
   Oceanography:      Silvia Ines Romero
   Oceanography:      Walter Hugo Grismeyer
   Biology:           Fabrizio Oyarbide
   Biology:           Silvia Rodriguez
   Tide Measurement:  Monica Adriana Stadelmann
   Chemical Analysis: Patricia Liliana Castro
   Chemical Analysis: Eduardo Mondino
   Solar Radiation:   Eduardo Luccini
   Ocean Optics:      Martin Montes",dataset,,NASA Earthdata,C1214608383-SCIOPS,,,2026-09-20 21:43:28.726775
140,Longterm upper Air Ozone Soundings in Antarctica from the German Antarctic Station since 1985.,"Since 1985 regular ozone soundings have been performed at Georg Forster
                                                Station (70#46'S, 11#41'E). In the beginning of 1992, this ozone sounding
                                                program was moved to Neumayer (70#39'S, 8#15'W), which is located at the
                                                same latitude 750 km further west. The results of both stations can be
                                                regarded as one timeseries, now covering a whole decade with only minor
                                                interruptions.
                                                
                                                Vertical atmospheric soundings are performed about weekly. They include profile
                                                measurements of ozone partial pressure, air pressure, temperature, relative
                                                humidity and wind vector. Usually the profiles start at ground level and end
                                                between 15 and 37 km.
                                                
                                                The data obtained at Georg-Forster Station include mainly the mean pressure
                                                levels while the data from Neumayer have a mean height resolution of about
                                                50 meter.
                                                
                                                At AWI the ozone soundings of both stations are archived in a relational
                                                database (SYBASE). Up to now only the data from Neumayer Station are available
                                                online on WWW.
                                                
                                                Actual soundings normally reach the database once a year.
                                                
                                                The data can be retrieved with Web and are free of charge. The address
                                                is: ",dataset,https://www.awi.de/nc/en/science/long-term-observations/atmosphere/antarctic-neumayer/meteorology.html,NASA Earthdata,C1214598346-SCIOPS,,,2026-09-20 21:43:28.73061
141,Surface Radiation Measurements at the Neumayer Ground Station (Antarctica),"Since March 1982 surface radiation balance measurements have been carried out
                                                at the German Antarctic Georg-von-Neumayer Station of the Alfred Wegener
                                                Institute for Polar and Marine Research (AWI).
                                                      
                                                The radiation signals are taken at one minute intervals and stored as averages
                                                over 10 minutes. They include:
                                                      
                                                - global radiation (pyranometer CM11, Kipp+Zonen),
                                                - reflected solar radiation (pyranometer CM11, Kipp+Zonen),
                                                - downward long-wave radiation (pyrradiometer Lange),
                                                - upward long-wave radiation (pyrradiometer Lange),
                                                - sunshine duration (Solar 111, Haenni).
                                                      
                                                In March 1992 the radiation measurements at Neumayer were extended in order to
                                                fulfill the standards of the Baseline Surface Radiation Network (BSRN). The
                                                pyrradiometer were replaced by pyrgeometers (PIR Eppley), the averaging period
                                                was reduced to 5 minutes, and the  following quantities are now additionally
                                                measured:
                                                      
                                                - diffuse sky radiation (pyranometer CM11, Kipp+Zonen),
                                                - direct solar radiation (NIP, Eppley mounted on a sun tracker),
                                                - OG1 (global>530nm, pyranometer CM11, Kipp+Zonen),
                                                - RG8 (global>695nm, pyranometer CM11, Kipp+Zonen),
                                                - UV (300-370nm, TUVR, Eppley).
                                                      
                                                The pyranometers and pyrgeometers are ventilated with slightly preheated air to
                                                minimize hoar frost problems and zero offsets during cloudless and windless
                                                conditions. The instruments were maintained continuously several times per day
                                                throughout the year. After one year of operation they are re-calibrated at the
                                                German Weather Bureau according the World Radiometric Reference (WRR).
                                                      
                                                At AWI, the radiation measurements - averaged over 10 & 5 minutes - are
                                                archived together with the data from the mast measurements, daily upper air
                                                soundings and routine synoptic surface observations in a relational database
                                                (SYBASE). Additionally some derived quantities (Iqbal 1983) such as the solar
                                                elevation, extraterrestrial solar insolation, astronomical sunshine duration
                                                are available.
                                                      
                                                In order to obtain daily averaged radiation data, each day was subdivided into
                                                eight 3-hourly intervals (0-3, 3-6, ..., 21-24 UTC). For each 3-hourly interval
                                                an average was derived irrespective of the number of measurements. This
                                                procedure was chosen in order to minimize problems resulting from missing
                                                values.  If one or more 3-hourly averages were missing, no daily average was
                                                calculated.
                                                      
                                                Daily averaged radiation data are available from 13 March 1982 till 28 February
                                                1994. They can be retrieved directly via World Wide Web:
                                                'http://www.bremerhaven.de/sixcms/detail.php?id=13742'.",dataset,https://www.awi.de/en/science.html,NASA Earthdata,C1214585734-SCIOPS,,,2026-09-20 21:43:28.735022
142,Magnetic observations collected from Antarctica and Macquarie Island since 1952,"Final one minute average values of the absolute geomagnetic field in the north (X), east (Y) and vertical (Z) components in units of nanoTesla (nT).

Magnetic variometer data have been collected at Macquarie Is. since 1952; Mawson since 1955; and Casey since 1988. Data were not digital from Macquarie Is. until late 1984; from Mawson until late 1986. They have been digital from Casey since 1988. Data that are currently available from the GA website are not complete, but improving. The status of data availability is available on the website.

Particular magnetic elements can be chosen to be plotted or tabulated data are available.",dataset,http://www.ga.gov.au/scientific-topics/positioning-navigation/geomagnetism,NASA Earthdata,C1214311742-AU_AADC,,,2026-09-20 21:43:28.739593
